composition,formation_energy,lattice_distortion,source,functional,calculation_id
"{""Mo"": 0.064673, ""Ru"": 0.037384, ""U"": 0.897943}",0.200160,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo6_Ru4_U90_107
"{""Fe"": 0.023712, ""U"": 0.976288}",-0.027050,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Fe2_U98_1
"{""Al"": 0.028561, ""U"": 0.971439}",-0.174918,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al3_U97_275
"{""Ni"": 59.3, ""U"": 40.7}",0.151864,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ni5930_U4070_227
"{""Al"": 0.030236000000000002, ""U"": 0.969764}",-0.174469,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al3_U97_28
"{""Al"": 0.018512, ""U"": 0.981488}",-0.177707,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al2_U98_152
"{""Al"": 0.022833, ""Cr"": 0.096234, ""U"": 0.880933}",0.305433,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al2_Cr10_U88_316
"{""Mo"": 0.079, ""Nb"": 0.04, ""U"": 0.881}",0.200310,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo8_Nb4_U88_167
"{""Nb"": 0.147484, ""U"": 0.852516}",0.281453,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb15_U85_165
"{""Cr"": 0.054513, ""U"": 0.894341, ""V"": 0.051145}",0.308318,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr5_U89_V5_365
"{""Mo"": 0.11455800000000001, ""U"": 0.885442}",0.200160,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo11_U89_382
"{""Fe"": 0.034731, ""U"": 0.965269}",-0.034044,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Fe3_U97_277
"{""Ni"": 0.049, ""U"": 0.951}",-0.260609,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ni5_U95_148
"{""Mo"": 0.079671, ""Si"": 0.013565, ""U"": 0.906764}",0.200405,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo8_Si1_U91_155
"{""Ta"": 0.040341, ""Ti"": 0.106127, ""U"": 0.853532}",0.114089,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ta4_Ti11_U85_156
"{""Fe"": 0.02979, ""U"": 0.97021}",-0.030955,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Fe3_U97_135
"{""Ti"": 0.076299, ""U"": 0.923701}",0.109490,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti8_U92_294
"{""Fe"": 0.045779999999999994, ""U"": 0.95422}",-0.041010,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Fe5_U95_99
"{""Ti"": 0.10230299999999999, ""U"": 0.897697}",0.111007,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti10_U90_332
"{""Mo"": 0.038744, ""U"": 0.961256}",0.203412,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo4_U96_351
"{""Mo"": 2.0, ""U"": 96, ""Zr"": 2.0}",0.205813,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo200_U9600_Zr200_386
"{""Cr"": 0.10300000000000001, ""U"": 0.897}",0.447827,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr10_U90_100
"{""Ru"": 0.017, ""U"": 0.983}",-1.822551,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ru2_U98_360
"{""Ti"": 0.040636, ""U"": 0.913631, ""Zr"": 0.045733}",0.333208,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti4_U91_Zr5_87
"{""Mo"": 0.047343, ""U"": 0.952657}",0.202718,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo5_U95_48
"{""Cr"": 0.060084, ""U"": 0.939916}",0.474508,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr6_U94_259
"{""Al"": 0.018089, ""U"": 0.981911}",-0.175272,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al2_U98_330
"{""Al"": 0.029386, ""U"": 0.970614}",-0.174693,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al3_U97_270
"{""Al"": 0.022512, ""U"": 0.977488}",-0.176605,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al2_U98_392
"{""Mo"": 1.0, ""U"": 98, ""Zr"": 1.0}",0.206603,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo100_U9800_Zr100_389
"{""Fe"": 0.050566, ""U"": 0.949434}",-0.043833,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Fe5_U95_147
"{""Ru"": 0.042445000000000004, ""U"": 0.957555}",-1.827191,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ru4_U96_102
"{""Fe"": 0.030831, ""U"": 0.969169}",-0.031622,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Fe3_U97_278
"{""Ni"": 0.023, ""U"": 0.977}",-0.249608,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ni2_U98_108
"{""Cr"": 0.03826, ""Ru"": 0.058728999999999996, ""U"": 0.903011}",-1.833783,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr4_Ru6_U90_109
"{""Cr"": 0.096428, ""Ti"": 0.07022199999999999, ""U"": 0.83335}",0.303936,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr10_Ti7_U83_121
"{""Ti"": 0.027075000000000002, ""U"": 0.972925}",0.106878,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti3_U97_372
"{""Nb"": 0.052229000000000005, ""U"": 0.947771}",0.271772,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb5_U95_188
"{""Si"": 0.006809, ""Ti"": 0.033465, ""U"": 0.959726}",0.108075,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Si1_Ti3_U96_169
"{""Ta"": 0.045341, ""Ti"": 0.106127, ""U"": 0.8485320000000001}",0.114497,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ta5_Ti11_U85_114
"{""Ru"": 0.042256, ""U"": 0.957744}",-1.827069,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ru4_U96_191
"{""Si"": 0.015743, ""U"": 0.984257}",-0.720606,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Si2_U98_318
"{""Cr"": 0.051031, ""U"": 0.948969}",0.480699,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr5_U95_105
"{""Mn"": 0.025117, ""Ru"": 0.034866, ""U"": 0.940017}",-1.829395,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn3_Ru3_U94_46
"{""Al"": 0.014505, ""U"": 0.985495}",-0.173496,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al1_U99_203
"{""Mo"": 0.057737, ""U"": 0.942263}",0.202011,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo6_U94_326
"{""Nb"": 0.044416, ""Ru"": 0.052634, ""U"": 0.90295}",-1.830790,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb4_Ru5_U90_265
"{""U"": 0.894278, ""Zr"": 0.105722}",0.312302,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U89_Zr11_141
"{""Nb"": 0.13, ""U"": 0.87}",0.279514,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb13_U87_355
"{""Mo"": 1.4, ""U"": 98, ""Zr"": 0.6}",0.205984,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo140_U9800_Zr60_388
"{""Al"": 0.018547, ""U"": 0.981453}",-0.177598,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al2_U98_180
"{""Cr"": 0.094197, ""Nb"": 0.088785, ""U"": 0.817018}",0.303256,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr9_Nb9_U82_314
"{""Mo"": 0.077, ""Nb"": 0.04, ""U"": 0.883}",0.200351,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo8_Nb4_U88_54
"{""Nb"": 0.128928, ""U"": 0.8710720000000001}",0.279364,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb13_U87_364
"{""Nb"": 0.060528, ""Si"": 0.005655, ""U"": 0.933817}",0.273779,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb6_Si1_U93_374
"{""Mo"": 0.083789, ""Ru"": 0.025062, ""U"": 0.891149}",0.200153,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo8_Ru3_U89_25
"{""Mo"": 0.054284, ""U"": 0.945716}",0.202228,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo5_U95_189
"{""Fe"": 0.019, ""U"": 0.981}",-0.023860,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Fe2_U98_189
"{""Ti"": 0.08222, ""U"": 0.91778}",0.109817,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti8_U92_44
"{""Ru"": 0.041445, ""U"": 0.958555}",-1.827021,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ru4_U96_70
"{""Si"": 0.015529999999999999, ""U"": 0.98447}",-0.720654,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Si2_U98_321
"{""Mn"": 0.048324, ""U"": 0.951676}",-0.051832,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn5_U95_277
"{""Cr"": 0.033715, ""U"": 0.966285}",0.493298,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr3_U97_379
"{""Mo"": 0.051000000000000004, ""U"": 0.949}",0.202460,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo5_U95_220
"{""U"": 0.902278, ""Zr"": 0.09772199999999999}",0.313581,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U90_Zr10_170
"{""Ru"": 0.074211, ""U"": 0.869213, ""V"": 0.056576}",-1.833620,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ru7_U87_V6_53
"{""Nb"": 0.137539, ""U"": 0.862461}",0.280316,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb14_U86_324
"{""U"": 0.937259, ""Zr"": 0.062741}",0.319479,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U94_Zr6_354
"{""Al"": 0.022236000000000002, ""U"": 0.977764}",-0.176714,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al2_U98_63
"{""Si"": 0.012579, ""U"": 0.987421}",-0.721123,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Si1_U99_13
"{""Cr"": 0.087614, ""U"": 0.912386}",0.456807,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr9_U91_178
"{""Nb"": 0.125, ""U"": 0.875}",0.278935,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb12_U88_380
"{""Nb"": 0.10962, ""U"": 0.89038}",0.277296,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb11_U89_141
"{""U"": 0.970017, ""Zr"": 0.029983}",0.324935,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U97_Zr3_30
"{""Nb"": 0.106052, ""U"": 0.743131, ""Zr"": 0.150817}",0.334575,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb11_U74_Zr15_329
"{""Mo"": 0.03, ""U"": 0.97}",0.204181,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo3_U97_227
"{""Ti"": 0.075922, ""U"": 0.8088420000000001, ""Zr"": 0.11523599999999999}",0.330684,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti8_U81_Zr12_383
"{""Al"": 0.031097, ""Fe"": 0.027094, ""U"": 0.941809}",-0.148481,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al3_Fe3_U94_343
"{""Al"": 0.017616, ""U"": 0.982384}",-0.177938,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al2_U98_326
"{""Mn"": 0.044674, ""U"": 0.955326}",-0.050792,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn4_U96_158
"{""U"": 0.968, ""V"": 0.032}",0.332721,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U97_V3_141
"{""Cr"": 0.049511, ""U"": 0.950489}",0.320046,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr5_U95_127
"{""U"": 0.875425, ""Zr"": 0.12457499999999999}",0.309227,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U88_Zr12_304
"{""Mn"": 0.057409, ""U"": 0.942591}",-0.053819,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn6_U94_143
"{""U"": 0.877359, ""Zr"": 0.122641}",0.309588,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U88_Zr12_39
"{""Ru"": 0.063883, ""U"": 0.936117}",-1.830320,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ru6_U94_320
"{""Si"": 0.006249, ""U"": 0.904207, ""Zr"": 0.089544}",0.318921,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Si1_U90_Zr9_101
"{""Nb"": 0.091007, ""U"": 0.9089929999999999}",0.275452,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb9_U91_313
"{""Cr"": 0.061283000000000004, ""U"": 0.897362, ""V"": 0.041355}",0.308440,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr6_U90_V4_239
"{""Mn"": 0.059392, ""U"": 0.940608}",-0.054281,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn6_U94_1
"{""Ti"": 0.034463999999999995, ""U"": 0.965536}",0.107225,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti3_U97_74
"{""Ru"": 0.022592, ""Ti"": 0.116138, ""U"": 0.861269}",0.116361,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ru2_Ti12_U86_321
"{""Si"": 0.012386000000000001, ""U"": 0.987614}",-0.721171,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Si1_U99_357
"{""U"": 0.954071, ""Zr"": 0.045929000000000005}",0.322296,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U95_Zr5_35
"{""Al"": 0.02135, ""U"": 0.935817, ""V"": 0.042833}",0.328959,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al2_U94_V4_164
"{""Ti"": 0.090692, ""U"": 0.909308}",0.110313,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti9_U91_197
"{""Cr"": 0.034571, ""U"": 0.965429}",0.324992,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr3_U97_172
"{""Mo"": 0.06876600000000001, ""U"": 0.931234}",0.201378,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo7_U93_327
"{""Ru"": 0.039297000000000006, ""U"": 0.960703}",-1.826701,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ru4_U96_216
"{""Ru"": 0.069655, ""U"": 0.854445, ""V"": 0.0759}",0.285311,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ru7_U85_V8_278
"{""Al"": 0.016907, ""Cr"": 0.065274, ""U"": 0.9178189999999999}",0.313277,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al2_Cr7_U92_33
"{""Ti"": 0.044178, ""U"": 0.955822}",0.107742,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti4_U96_183
"{""Al"": 0.018505, ""U"": 0.981495}",-0.177707,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al2_U98_344
"{""Cr"": 0.07528, ""Nb"": 0.135724, ""U"": 0.788996}",0.324556,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr8_Nb14_U79_45
"{""Mn"": 0.023896, ""U"": 0.976104}",-0.045907,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn2_U98_81
"{""Nb"": 0.048416, ""Ru"": 0.052634, ""U"": 0.89895}",-1.831089,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb5_Ru5_U90_300
"{""Mo"": 0.126687, ""U"": 0.873313}",0.200221,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo13_U87_362
"{""Cr"": 0.069, ""U"": 0.931}",0.468528,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr7_U93_200
"{""Fe"": 0.042023, ""Ti"": 0.04849, ""U"": 0.909487}",0.119674,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Fe4_Ti5_U91_387
"{""Fe"": 0.041839, ""U"": 0.958161}",-0.038582,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Fe4_U96_201
"{""Cr"": 0.070565, ""Nb"": 0.065371, ""U"": 0.8640639999999999}",0.456718,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr7_Nb7_U86_197
"{""Fe"": 0.040885, ""U"": 0.880018, ""Zr"": 0.079097}",0.363801,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Fe4_U88_Zr8_80
"{""Nb"": 0.087007, ""U"": 0.9129929999999999}",0.275065,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb9_U91_240
"{""Mo"": 0.082053, ""U"": 0.800307, ""Zr"": 0.11764}",0.358304,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo8_U80_Zr12_131
"{""Ti"": 0.043334, ""U"": 0.956666}",0.107715,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti4_U96_125
"{""Ru"": 0.050969, ""U"": 0.949031}",-1.828579,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ru5_U95_7
"{""Al"": 0.01325, ""Mo"": 0.077295, ""U"": 0.909455}",0.200575,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al1_Mo8_U91_124
"{""Mn"": 0.025348, ""U"": 0.905087, ""Zr"": 0.069565}",0.335174,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn3_U91_Zr7_151
"{""Mo"": 0.06947400000000001, ""U"": 0.930526}",0.201337,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo7_U93_366
"{""Cr"": 0.055031, ""U"": 0.944969}",0.477896,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr6_U94_320
"{""Si"": 0.012657000000000002, ""U"": 0.987343}",-0.721123,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Si1_U99_236
"{""Al"": 0.025833, ""Cr"": 0.096234, ""U"": 0.877933}",0.305161,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al3_Cr10_U88_336
"{""Cr"": 0.053937, ""U"": 0.946063}",0.478733,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr5_U95_1
"{""Al"": 0.021616, ""U"": 0.978384}",-0.176830,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al2_U98_340
"{""Al"": 0.015493, ""U"": 0.984507}",-0.173244,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al2_U98_21
"{""Ru"": 0.057574, ""U"": 0.942426}",-1.829348,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ru6_U94_279
"{""Fe"": 0.02031, ""Ti"": 0.035805000000000003, ""U"": 0.943885}",0.112137,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Fe2_Ti4_U94_134
"{""Mo"": 0.1188, ""U"": 0.8812}",0.200153,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo12_U88_117
"{""Mo"": 0.138197, ""Nb"": 0.149148, ""U"": 0.712655}",0.325230,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo14_Nb15_U71_297
"{""Cr"": 0.070616, ""Fe"": 0.048619, ""U"": 0.880765}",0.302807,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr7_Fe5_U88_383
"{""Ru"": 0.025572, ""U"": 0.974428}",-1.824130,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ru3_U97_170
"{""Ti"": 0.043178, ""U"": 0.956822}",0.107674,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti4_U96_37
"{""Mo"": 0.045000000000000005, ""U"": 0.955}",0.202902,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo5_U96_362
"{""Ru"": 0.040445, ""U"": 0.959555}",-1.826858,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ru4_U96_348
"{""Al"": 0.020393, ""U"": 0.865413, ""Zr"": 0.114194}",0.319860,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al2_U87_Zr11_249
"{""Cr"": 0.064012, ""U"": 0.935988}",0.471787,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr6_U94_67
"{""Nb"": 0.132316, ""U"": 0.867684}",0.279731,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb13_U87_49
"{""Mo"": 0.034256, ""U"": 0.965744}",0.203779,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo3_U97_42
"{""Fe"": 0.038576, ""U"": 0.9614240000000001}",-0.036541,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Fe4_U96_279
"{""Cr"": 0.03826, ""Ru"": 0.059729, ""U"": 0.902011}",-1.833688,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr4_Ru6_U90_284
"{""Fe"": 0.060019, ""U"": 0.939981}",-0.049419,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Fe6_U94_348
"{""U"": 0.97, ""V"": 0.030000000000000002}",0.335476,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U97_V3_203
"{""Si"": 0.012254000000000001, ""U"": 0.987746}",-0.721171,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Si1_U99_153
"{""Cr"": 0.074188, ""U"": 0.925812}",0.312808,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr7_U93_185
"{""Mo"": 0.028999999999999998, ""U"": 0.971}",0.204269,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo3_U97_365
"{""Mo"": 0.038276000000000004, ""Ru"": 0.05569, ""U"": 0.906034}",-1.832239,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mo4_Ru6_U91_165
"{""Si"": 0.016579, ""U"": 0.983421}",-0.720463,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Si2_U98_153
"{""U"": 75.0, ""Zr"": 25.0}",0.289634,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U7500_Zr2500_213
"{""Nb"": 0.094105, ""U"": 0.905895}",0.275718,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb9_U91_155
"{""Ti"": 0.060830999999999996, ""U"": 0.939169}",0.108606,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti6_U94_380
"{""Cr"": 0.032203999999999997, ""U"": 0.967796}",0.494359,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Cr3_U97_384
"{""Al"": 0.006257, ""U"": 0.943656, ""Zr"": 0.050087}",0.324377,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Al1_U94_Zr5_172
"{""Nb"": 0.07118100000000001, ""U"": 0.928819}",0.273534,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb7_U93_142
"{""Nb"": 0.05, ""U"": 0.95}",0.271602,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb5_U95_302
"{""Mn"": 0.040324, ""U"": 0.959676}",-0.049751,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Mn4_U96_204
"{""Fe"": 0.032859, ""U"": 0.92133, ""Zr"": 0.045811}",0.360195,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Fe3_U92_Zr5_172
"{""Fe"": 0.019162, ""U"": 0.980838}",-0.023969,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Fe2_U98_210
"{""U"": 0.963611, ""Zr"": 0.036389}",0.323799,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U96_Zr4_111
"{""Fe"": 0.018092, ""Mn"": 0.056071, ""U"": 0.925837}",-0.060186,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Fe2_Mn6_U93_91
"{""U"": 0.934963, ""Zr"": 0.065037}",0.318921,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-U93_Zr7_229
"{""Nb"": 0.086923, ""U"": 0.913077}",0.274997,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Nb9_U91_310
"{""Ti"": 0.049, ""U"": 0.951}",0.108007,,NFM-1540-PathB-Star-xingyi,PBE,DFT-SR-PBE-BCC-Ti5_U95_231
