composition,element_system,source,phase,functional,mo_equivalent,lattice_distortion,allen_chi_diff,vec,cluster_I,cluster_II,cluster_III,cluster_IV,label
"{""Al"": 0.023642, ""U"": 0.976358}",Al-U,experimental,IV,,0.0,0.0126859174636331,0.009149454,5.929074,0.0,0.0,0.0,1.0,H
"{""Fe"": 0.033011, ""U"": 0.966989}",Fe-U,experimental,III,,0.0,0.03457821499070575,0.020235743,6.066022,0.0,0.0,1.0,0.0,H
"{""Mo"": 0.127794, ""U"": 0.872206}",Mo-U,experimental,I,,0.127794,0.03689603526343016,0.084216246,6.0,1.0,0.0,0.0,0.0,H
"{""U"": 0.9317610000000001, ""Zr"": 0.068239}",U-Zr,experimental,II,,0.0750629,0.006454234721649063,0.011805347000000002,5.863522000000001,0.0,1.0,0.0,0.0,M
"{""Ru"": 0.074713, ""U"": 0.925287}",Ru-U,experimental,II,,0.0,0.03747439235838294,0.06216121599999999,6.149426,1.0,0.0,0.0,0.0,M
"{""Mn"": 0.052327, ""U"": 0.947673}",Mn-U,experimental,III,,0.0,0.0418033256250065,0.027262367000000006,6.052327,0.0,0.0,1.0,0.0,H
"{""Ru"": 0.028572, ""U"": 0.971428}",Ru-U,experimental,II,,0.0,0.02358995901785762,0.023771903999999996,6.057144,1.0,0.0,0.0,0.0,H
"{""Nb"": 0.046776, ""U"": 0.953224}",Nb-U,experimental,I,,0.052856879999999995,0.017665419963289904,0.019973352,5.953224,1.0,0.0,0.0,0.0,H
"{""U"": 0.95838, ""Zr"": 0.04162}",U-Zr,experimental,II,,0.045782,0.005115546996699309,0.007200260000000002,5.91676,0.0,1.0,0.0,0.0,M
"{""Mo"": 0.118684, ""U"": 0.881316}",Mo-U,experimental,I,,0.118684,0.0357058873753188,0.07821275600000001,6.0,1.0,0.0,0.0,0.0,H
"{""Cr"": 0.085821, ""U"": 0.914179}",Cr-U,experimental,I,,0.0,0.05106080645940263,0.03707467199999999,6.0,0.0,0.0,1.0,0.0,H
"{""U"": 0.964354, ""V"": 0.035646000000000004}",U-V,experimental,III,,0.08626332,0.026279096593821445,0.015185196,5.964354,0.0,0.0,1.0,0.0,H
"{""Mo"": 0.146014, ""U"": 0.853986}",Mo-U,experimental,I,,0.146014,0.03910325549374888,0.09622322600000001,6.0,1.0,0.0,0.0,0.0,H
"{""Ru"": 0.016892, ""U"": 0.983108}",Ru-U,experimental,II,,0.0,0.01821692401014845,0.014054143999999998,6.033784,1.0,0.0,0.0,0.0,H
"{""Ta"": 0.028999999999999998, ""U"": 0.971}",Ta-U,experimental,I,,0.0,0.014017745895094828,0.007134,5.970999999999999,0.0,1.0,0.0,0.0,H
"{""Ta"": 0.073472, ""U"": 0.926528}",Ta-U,experimental,I,,0.0,0.021876415990794883,0.018074112,5.926527999999999,0.0,1.0,0.0,0.0,H
"{""Ti"": 0.033655, ""U"": 0.966345}",Ti-U,experimental,II,,0.0625983,0.010424443297129944,0.010534014999999997,5.93269,0.0,1.0,0.0,0.0,M
"{""Mn"": 0.057954, ""Nb"": 0.131199, ""U"": 0.810847}",Mn-Nb-U,experimental,III,,0.14825487,0.05052017788123693,0.08621600700000001,5.926755,0.6936131068500103,0.0,0.3063868931499897,0.0,H
"{""U"": 0.862999, ""Zr"": 0.137001}",U-Zr,experimental,II,,0.15070110000000003,0.008785762750436538,0.02370117300000001,5.725998,0.0,1.0,0.0,0.0,M
"{""Si"": 0.010981000000000001, ""U"": 0.989019}",Si-U,experimental,IV,,0.0,0.026125051685587587,0.00757689,5.978038,0.0,0.0,0.0,1.0,H
"{""U"": 0.869382, ""Zr"": 0.130618}",U-Zr,experimental,II,,0.14367980000000002,0.008611724545089653,0.022596914000000006,5.738764,0.0,1.0,0.0,0.0,M
"{""Mo"": 0.085, ""U"": 0.845, ""Zr"": 0.07}",Mo-U-Zr,experimental,I,,0.16200000000000003,0.03185532621241931,0.06812500000000002,5.86,0.5483870967741935,0.45161290322580644,0.0,0.0,H
"{""Nb"": 0.11168299999999999, ""U"": 0.888317}",Nb-U,experimental,I,,0.12620178999999998,0.02649458647151009,0.047688641000000004,5.888317000000001,1.0,0.0,0.0,0.0,H
"{""Nb"": 0.035133000000000005, ""U"": 0.964867}",Nb-U,experimental,I,,0.03970029,0.015388045755252548,0.015001791000000004,5.964867000000001,1.0,0.0,0.0,0.0,H
"{""Ta"": 0.06136699999999999, ""U"": 0.938633}",Ta-U,experimental,I,,0.0,0.020102994501448746,0.015096281999999997,5.938632999999999,0.0,1.0,0.0,0.0,H
"{""Al"": 0.01653, ""Fe"": 0.032126, ""U"": 0.951344}",Al-Fe-U,experimental,IV,,0.0,0.03556455524755961,0.026090348000000003,6.014662,0.0,0.0,0.6602680039460703,0.33973199605392956,H
"{""Mo"": 0.06, ""Nb"": 0.035, ""U"": 0.905}",Mo-Nb-U,experimental,I,,0.09955,0.02971187865540234,0.054485000000000006,5.965,1.0,0.0,0.0,0.0,H
"{""Mo"": 0.125242, ""Ti"": 0.068511, ""U"": 0.8062469999999999}",Mo-Ti-U,experimental,I,,0.2526724600000001,0.038162308300798566,0.10397842100000002,5.862978000000001,0.6464003138015927,0.35359968619840726,0.0,0.0,M
"{""Mo"": 0.095, ""U"": 0.905}",Mo-U,experimental,I,,0.095,0.032287164879195286,0.06260500000000001,6.0,1.0,0.0,0.0,0.0,H
"{""Mo"": 0.039, ""U"": 0.961}",Mo-U,experimental,I,,0.039,0.02118692871084132,0.025701,6.0,1.0,0.0,0.0,0.0,H
"{""Mo"": 0.108558, ""U"": 0.891442}",Mo-U,experimental,I,,0.108558,0.0343060042995904,0.071539722,6.0,1.0,0.0,0.0,0.0,H
"{""Ti"": 0.031498, ""U"": 0.933922, ""Zr"": 0.03458}",Ti-U-Zr,experimental,II,,0.09662428,0.011266912648551853,0.015841214,5.867844000000001,0.0,1.0,0.0,0.0,M
"{""Mn"": 0.01788, ""U"": 0.98212}",Mn-U,experimental,III,,0.0,0.0247164086343211,0.009315480000000003,6.01788,0.0,0.0,1.0,0.0,H
"{""U"": 0.962649, ""V"": 0.037351}",U-V,experimental,III,,0.09038942,0.02688294549083727,0.015911526,5.962649,0.0,0.0,1.0,0.0,H
"{""Fe"": 0.014979, ""U"": 0.9263129999999999, ""Zr"": 0.058708}",Fe-U-Zr,experimental,III,,0.0645788,0.0243370513373926,0.019338611000000006,5.912542,0.0,0.7967212669806072,0.2032787330193928,0.0,H
"{""Ru"": 0.06722500000000001, ""U"": 0.932775}",Ru-U,experimental,II,,0.0,0.03565240936786272,0.05593119999999999,6.13445,1.0,0.0,0.0,0.0,M
"{""Cr"": 0.07191600000000001, ""Si"": 0.009933, ""U"": 0.9181509999999999}",Cr-Si-U,experimental,I,,0.0,0.052781033920573046,0.037921482,5.980134,0.0,0.0,0.8786423780376059,0.12135762196239416,H
"{""Si"": 0.008764, ""U"": 0.991236}",Si-U,experimental,IV,,0.0,0.023352442398048824,0.006047159999999999,5.9824720000000005,0.0,0.0,0.0,1.0,H
"{""Ru"": 0.053000000000000005, ""U"": 0.947}",Ru-U,experimental,II,,0.0,0.03183239180089209,0.044095999999999996,6.106,1.0,0.0,0.0,0.0,H
"{""Nb"": 0.082851, ""U"": 0.917149}",Nb-U,experimental,I,,0.09362162999999998,0.02313110906834031,0.035377377,5.917148999999999,1.0,0.0,0.0,0.0,H
"{""Mn"": 0.018544, ""U"": 0.981456}",Mn-U,experimental,III,,0.0,0.025165771447685677,0.009661424000000004,6.0185439999999994,0.0,0.0,1.0,0.0,H
"{""Nb"": 0.03, ""U"": 0.97}",Nb-U,experimental,I,,0.03389999999999999,0.014251229832274002,0.01281,5.970000000000001,1.0,0.0,0.0,0.0,H
"{""Cr"": 0.096428, ""Ti"": 0.073222, ""U"": 0.83035}",Cr-Ti-U,experimental,I,,0.13619292,0.05490918901948117,0.06457538199999999,5.853556,0.0,0.43160624815797227,0.5683937518420277,0.0,H
"{""Ti"": 0.025075, ""U"": 0.974925}",Ti-U,experimental,II,,0.0466395,0.009033430462746187,0.007848474999999999,5.9498500000000005,0.0,1.0,0.0,0.0,M
"{""Mo"": 0.036927999999999996, ""U"": 0.963072}",Mo-U,experimental,I,,0.036927999999999996,0.020633970767439086,0.024335552,6.0,1.0,0.0,0.0,0.0,H
"{""Ti"": 0.040814, ""U"": 0.959186}",Ti-U,experimental,II,,0.07591404000000002,0.011441888882723612,0.012774781999999998,5.918372,0.0,1.0,0.0,0.0,M
"{""U"": 0.94, ""Zr"": 0.06}",U-Zr,experimental,II,,0.066,0.006080052271908786,0.010380000000000002,5.88,0.0,1.0,0.0,0.0,M
"{""Fe"": 0.042419000000000005, ""U"": 0.957581}",Fe-U,experimental,III,,0.0,0.03907706307745833,0.026002847000000003,6.0848379999999995,0.0,0.0,1.0,0.0,H
"{""Ta"": 0.080682, ""U"": 0.919318}",Ta-U,experimental,I,,0.0,0.022849137059906197,0.019847772,5.919318,0.0,1.0,0.0,0.0,H
"{""Cr"": 0.048362, ""U"": 0.951638}",Cr-U,experimental,I,,0.0,0.038842550245111934,0.020892383999999996,6.0,0.0,0.0,1.0,0.0,H
"{""Mo"": 0.015, ""U"": 0.985}",Mo-U,experimental,I,,0.015,0.013267788903620325,0.009885,6.0,1.0,0.0,0.0,0.0,H
"{""Mo"": 0.048743999999999996, ""U"": 0.951256}",Mo-U,experimental,I,,0.048743999999999996,0.02359101704228214,0.032122296,6.0,1.0,0.0,0.0,0.0,H
"{""Si"": 0.012803, ""U"": 0.987197}",Si-U,experimental,IV,,0.0,0.028196168180668037,0.00883407,5.974393999999999,0.0,0.0,0.0,1.0,H
"{""Fe"": 0.027894000000000002, ""U"": 0.972106}",Fe-U,experimental,III,,0.0,0.03183792777140892,0.017099022000000002,6.055788,0.0,0.0,1.0,0.0,H
"{""Nb"": 0.019, ""U"": 0.981}",Nb-U,experimental,I,,0.021469999999999996,0.011395102498605562,0.008113,5.981,1.0,0.0,0.0,0.0,H
"{""Ru"": 0.059599, ""U"": 0.940401}",Ru-U,experimental,II,,0.0,0.03366974104236795,0.04958636799999999,6.119198,1.0,0.0,0.0,0.0,H
"{""Cr"": 0.069953, ""U"": 0.930047}",Cr-U,experimental,I,,0.0,0.04636352325255444,0.030219695999999997,6.0,0.0,0.0,1.0,0.0,H
"{""Mn"": 0.062409, ""U"": 0.937591}",Mn-U,experimental,III,,0.0,0.04549584386192688,0.03251508900000001,6.062409,0.0,0.0,1.0,0.0,H
"{""Ru"": 0.032473, ""U"": 0.967527}",Ru-U,experimental,II,,0.0,0.02511217135282357,0.027017535999999998,6.064946,1.0,0.0,0.0,0.0,H
"{""Fe"": 0.037, ""U"": 0.963}",Fe-U,experimental,III,,0.0,0.0365604792951525,0.022681,6.074,0.0,0.0,1.0,0.0,H
"{""Ta"": 0.067485, ""U"": 0.932515}",Ta-U,experimental,I,,0.0,0.02102323526170438,0.01660131,5.9325149999999995,0.0,1.0,0.0,0.0,H
"{""Mn"": 0.053163, ""U"": 0.946837}",Mn-U,experimental,III,,0.0,0.042123958257160206,0.027697923000000006,6.0531630000000005,0.0,0.0,1.0,0.0,H
"{""Fe"": 0.016757, ""U"": 0.983243}",Fe-U,experimental,III,,0.0,0.024764353605683645,0.010272041,6.033514,0.0,0.0,1.0,0.0,H
"{""Fe"": 0.013015, ""U"": 0.986985}",Fe-U,experimental,III,,0.0,0.021850549862963642,0.007978195,6.02603,0.0,0.0,1.0,0.0,H
"{""Fe"": 0.048350000000000004, ""U"": 0.95165}",Fe-U,experimental,III,,0.0,0.041638062767300164,0.029638550000000003,6.0967,0.0,0.0,1.0,0.0,H
"{""Cr"": 0.081381, ""U"": 0.918619}",Cr-U,experimental,I,,0.0,0.04980272604236069,0.03515659199999999,6.0,0.0,0.0,1.0,0.0,H
"{""U"": 0.870477, ""Zr"": 0.129523}",U-Zr,experimental,II,,0.1424753,0.008581190513762856,0.022407479000000004,5.7409539999999994,0.0,1.0,0.0,0.0,M
"{""U"": 0.919, ""Zr"": 0.081}",U-Zr,experimental,II,,0.08910000000000001,0.0069812726143659385,0.014013000000000005,5.838,0.0,1.0,0.0,0.0,M
"{""Ti"": 0.099, ""U"": 0.901}",Ti-U,experimental,II,,0.18414000000000003,0.017329478927693424,0.030986999999999997,5.8020000000000005,0.0,1.0,0.0,0.0,M
"{""U"": 0.928528, ""V"": 0.07147200000000001}",U-V,experimental,III,,0.17296224000000002,0.03669975657535531,0.030447072,5.928528,0.0,0.0,1.0,0.0,H
"{""Al"": 0.019797, ""Mo"": 0.045419, ""U"": 0.9347840000000001}",Al-Mo-U,experimental,IV,,0.045419,0.0253325944188448,0.037592560000000004,5.940609,0.6964395240431797,0.0,0.0,0.3035604759568204,H
"{""Mn"": 0.023971, ""U"": 0.976029}",Mn-U,experimental,III,,0.0,0.028561922828449767,0.012488891000000002,6.023971,0.0,0.0,1.0,0.0,H
"{""Al"": 0.008654, ""U"": 0.991346}",Al-U,experimental,IV,,0.0,0.0077241934207801614,0.003349098,5.974037999999999,0.0,0.0,0.0,1.0,H
"{""Ru"": 0.074211, ""U"": 0.872213, ""V"": 0.053576}",Ru-U-V,experimental,II,,0.12965392,0.047945803904441295,0.08456692799999999,6.094846,0.5807398248648141,0.0,0.41926017513518593,0.0,M
"{""U"": 0.95009, ""V"": 0.04991}",U-V,experimental,III,,0.1207822,0.030927290251567045,0.021261659999999998,5.95009,0.0,0.0,1.0,0.0,H
"{""Si"": 0.016059, ""U"": 0.983941}",Si-U,experimental,IV,,0.0,0.031552289623328365,0.011080709999999999,5.967882,0.0,0.0,0.0,1.0,H
"{""Nb"": 0.117683, ""U"": 0.882317}",Nb-U,experimental,I,,0.13298179,0.027118649286444366,0.050250641000000006,5.8823170000000005,1.0,0.0,0.0,0.0,H
"{""Ru"": 0.026535, ""U"": 0.973465}",Ru-U,experimental,II,,0.0,0.022750766214153288,0.022077119999999995,6.05307,1.0,0.0,0.0,0.0,H
"{""Al"": 0.027086000000000002, ""U"": 0.972914}",Al-U,experimental,IV,,0.0,0.013558442400011358,0.010482282,5.918742,0.0,0.0,0.0,1.0,H
"{""U"": 0.960649, ""V"": 0.039351000000000004}",U-V,experimental,III,,0.09522942000000001,0.027572437829634408,0.016763526,5.960649,0.0,0.0,1.0,0.0,H
"{""Ta"": 0.029249, ""U"": 0.970751}",Ta-U,experimental,I,,0.0,0.014076284544373699,0.007195254,5.970751000000001,0.0,1.0,0.0,0.0,H
"{""Nb"": 0.097105, ""U"": 0.902895}",Nb-U,experimental,I,,0.10972864999999998,0.024876359121208072,0.041463835000000004,5.902895,1.0,0.0,0.0,0.0,H
"{""Fe"": 0.027162, ""U"": 0.972838}",Fe-U,experimental,III,,0.0,0.031424780866662894,0.016650306,6.054324,0.0,0.0,1.0,0.0,H
"{""U"": 0.929743, ""V"": 0.070257}",U-V,experimental,III,,0.17002193999999998,0.0364039749810993,0.029929481999999997,5.929742999999999,0.0,0.0,1.0,0.0,H
"{""U"": 0.889869, ""Zr"": 0.110131}",U-Zr,experimental,II,,0.12114410000000002,0.00800439587632139,0.019052663000000004,5.779738,0.0,1.0,0.0,0.0,M
"{""Ru"": 0.048523, ""U"": 0.862737, ""Zr"": 0.08874}",Ru-U-Zr,experimental,II,,0.097614,0.03180783211028524,0.055723155999999996,5.919566,0.35350385755811836,0.6464961424418817,0.0,0.0,M
"{""Ru"": 0.021, ""U"": 0.979}",Ru-U,experimental,II,,0.0,0.02028089720718545,0.017471999999999998,6.042,1.0,0.0,0.0,0.0,H
"{""Cr"": 0.059937, ""U"": 0.940063}",Cr-U,experimental,I,,0.0,0.0430682110912908,0.025892783999999995,6.0,0.0,0.0,1.0,0.0,H
"{""Mn"": 0.048894, ""U"": 0.868197, ""Zr"": 0.082909}",Mn-U-Zr,experimental,III,,0.0911999,0.0414675416666233,0.03981703100000001,5.883076,0.0,0.6290372753275721,0.3709627246724278,0.0,H
"{""Mn"": 0.04738, ""U"": 0.95262}",Mn-U,experimental,III,,0.0,0.03984491535153681,0.024684980000000006,6.04738,0.0,0.0,1.0,0.0,H
"{""Ti"": 0.094942, ""U"": 0.905058}",Ti-U,experimental,II,,0.17659212000000002,0.01700476593171987,0.029716845999999995,5.810116000000001,0.0,1.0,0.0,0.0,M
"{""Mo"": 0.082425, ""U"": 0.917575}",Mo-U,experimental,I,,0.082425,0.030240790332860493,0.054318075,6.0,1.0,0.0,0.0,0.0,H
"{""Ti"": 0.104592, ""U"": 0.895408}",Ti-U,experimental,II,,0.19454112,0.017762584961462716,0.032737296,5.790816,0.0,1.0,0.0,0.0,M
"{""Mo"": 0.145428, ""U"": 0.854572}",Mo-U,experimental,I,,0.145428,0.039035563676418396,0.095837052,6.0,1.0,0.0,0.0,0.0,H
"{""U"": 0.7969999999999999, ""Zr"": 0.203}",U-Zr,experimental,II,,0.22330000000000003,0.010260248445758558,0.03511900000000001,5.594,0.0,1.0,0.0,0.0,M
"{""Ta"": 0.045533, ""Ti"": 0.115498, ""U"": 0.838969}",Ta-Ti-U,experimental,I,,0.21482628,0.02457282349092631,0.047351991999999996,5.723471,0.0,1.0,0.0,0.0,M
"{""Ta"": 0.059972, ""U"": 0.940028}",Ta-U,experimental,I,,0.0,0.019885628230038817,0.014753111999999999,5.940028,0.0,1.0,0.0,0.0,H
"{""Cr"": 0.043951, ""Mo"": 0.113413, ""U"": 0.8426359999999999}",Cr-Mo-U,experimental,I,,0.11341300000000001,0.04950772411852843,0.093725999,6.0,0.7207048626115249,0.0,0.27929513738847517,0.0,H
"{""Cr"": 0.086821, ""U"": 0.913179}",Cr-U,experimental,I,,0.0,0.0513386909634606,0.03750667199999999,6.0,0.0,0.0,1.0,0.0,H
"{""Fe"": 0.019016, ""U"": 0.980984}",Fe-U,experimental,III,,0.0,0.02636199633278093,0.011656808000000001,6.038032,0.0,0.0,1.0,0.0,H
"{""U"": 0.92967, ""V"": 0.07033}",U-V,experimental,III,,0.1701986,0.036421831494083394,0.029960579999999997,5.929670000000001,0.0,0.0,1.0,0.0,H
"{""Ti"": 0.059168, ""U"": 0.822211, ""Zr"": 0.118621}",Ti-U-Zr,experimental,II,,0.24053558000000003,0.01658281971811273,0.039041017,5.6444220000000005,0.0,1.0,0.0,0.0,M
"{""Ru"": 0.057423, ""U"": 0.942577}",Ru-U,experimental,II,,0.0,0.03307735125630354,0.04777593599999999,6.114846,1.0,0.0,0.0,0.0,H
"{""U"": 0.882359, ""Zr"": 0.117641}",U-Zr,experimental,II,,0.1294051,0.008236246898699617,0.020351893000000003,5.764718,0.0,1.0,0.0,0.0,M
"{""U"": 0.9271, ""V"": 0.07289999999999999}",U-V,experimental,III,,0.17641799999999996,0.037043595073331194,0.031055399999999993,5.927099999999999,0.0,0.0,1.0,0.0,H
"{""Mo"": 0.062669, ""U"": 0.937331}",Mo-U,experimental,I,,0.062669,0.02659336553266769,0.041298871,6.0,1.0,0.0,0.0,0.0,H
"{""Al"": 0.021096999999999998, ""Fe"": 0.027094, ""U"": 0.951809}",Al-Fe-U,experimental,IV,,0.0,0.03339814419654976,0.024773161000000002,5.990897,0.0,0.0,0.5622211616276899,0.43777883837231013,H
"{""Mo"": 0.068484, ""U"": 0.931516}",Mo-U,experimental,I,,0.068484,0.027731115284606613,0.04513095600000001,6.0,1.0,0.0,0.0,0.0,H
"{""U"": 0.970055, ""V"": 0.029945}",U-V,experimental,III,,0.0724669,0.02413772500107032,0.012756569999999998,5.970055,0.0,0.0,1.0,0.0,H
"{""Cr"": 0.067916, ""Si"": 0.009933, ""U"": 0.9221509999999999}",Cr-Si-U,experimental,I,,0.0,0.051684451989839425,0.036193482,5.980134,0.0,0.0,0.8724068388803967,0.12759316111960334,H
"{""Ta"": 0.059366999999999996, ""U"": 0.940633}",Ta-U,experimental,I,,0.0,0.019790433473243253,0.014604282,5.940633,0.0,1.0,0.0,0.0,H
"{""Fe"": 0.050611, ""U"": 0.949389}",Fe-U,experimental,III,,0.0,0.04256854988521637,0.031024543,6.101222,0.0,0.0,1.0,0.0,H
"{""U"": 0.749, ""Zr"": 0.251}",U-Zr,experimental,II,,0.2761,0.011046559695499076,0.04342300000000001,5.497999999999999,0.0,1.0,0.0,0.0,M
"{""Mn"": 0.043674, ""U"": 0.956326}",Mn-U,experimental,III,,0.0,0.03830259905062228,0.022754154000000006,6.043674,0.0,0.0,1.0,0.0,H
"{""U"": 0.966116, ""V"": 0.033884000000000004}",U-V,experimental,III,,0.08199928000000001,0.02563836418596255,0.014434584,5.9661159999999995,0.0,0.0,1.0,0.0,H
"{""Ta"": 0.060879, ""U"": 0.939121}",Ta-U,experimental,I,,0.0,0.020027289577339052,0.014976234,5.939121,0.0,1.0,0.0,0.0,H
"{""Ti"": 0.11699999999999999, ""U"": 0.883}",Ti-U,experimental,II,,0.21762,0.018669497121386068,0.036620999999999994,5.766,0.0,1.0,0.0,0.0,M
"{""Ru"": 0.070578, ""U"": 0.898212, ""V"": 0.03121}",Ru-U-V,experimental,II,,0.0755282,0.0432628526151537,0.07201635599999999,6.109946000000001,0.6933823240460565,0.0,0.3066176759539435,0.0,M
"{""U"": 0.985, ""Zr"": 0.015}",U-Zr,experimental,II,,0.0165,0.003115531406162561,0.0025950000000000005,5.97,0.0,1.0,0.0,0.0,H
"{""Fe"": 0.05035, ""U"": 0.94965}",Fe-U,experimental,III,,0.0,0.04246232899211913,0.030864549999999998,6.1007,0.0,0.0,1.0,0.0,H
"{""Fe"": 0.037418, ""Nb"": 0.119078, ""U"": 0.843504}",Fe-Nb-U,experimental,III,,0.13455814,0.0445539756489762,0.07378354000000001,5.955757999999999,0.7609012370923219,0.0,0.23909876290767815,0.0,H
"{""Ru"": 0.037297000000000004, ""U"": 0.962703}",Ru-U,experimental,II,,0.0,0.026864053310749026,0.031031103999999997,6.074594,1.0,0.0,0.0,0.0,H
"{""Cr"": 0.023614, ""Si"": 0.007594, ""U"": 0.968792}",Cr-Si-U,experimental,I,,0.0,0.03482155184319846,0.015441107999999999,5.984812,0.0,0.0,0.756664957703153,0.24333504229684697,H
"{""Cr"": 0.037628, ""Ru"": 0.034692, ""U"": 0.9276800000000001}",Cr-Ru-U,experimental,I,,0.0,0.042525473552860855,0.04511904,6.069384,0.47970132743362837,0.0,0.5202986725663717,0.0,H
"{""Cr"": 0.070988, ""U"": 0.929012}",Cr-U,experimental,I,,0.0,0.04668804141191004,0.030666815999999993,5.999999999999999,0.0,0.0,1.0,0.0,H
"{""Cr"": 0.028152, ""Mo"": 0.09746, ""U"": 0.8743879999999999}",Cr-Mo-U,experimental,I,,0.09746,0.043324707067563244,0.076387804,6.0,0.7758812852275261,0.0,0.22411871477247397,0.0,H
"{""Ru"": 0.066048, ""U"": 0.856306, ""V"": 0.077646}",Ru-U-V,experimental,II,,0.18790332,0.05049205720290932,0.08802913199999998,6.05445,0.4596434089106017,0.0,0.5403565910893984,0.0,M
"{""Al"": 0.026112, ""U"": 0.973888}",Al-U,experimental,IV,,0.0,0.013318011460027961,0.010105344,5.921664,0.0,0.0,0.0,1.0,H
"{""Ru"": 0.025, ""U"": 0.975}",Ru-U,experimental,II,,0.0,0.02209552202714134,0.0208,6.05,1.0,0.0,0.0,0.0,H
"{""Nb"": 0.11962, ""U"": 0.8803799999999999}",Nb-U,experimental,I,,0.1351706,0.027315342538511457,0.05107774000000001,5.880380000000001,1.0,0.0,0.0,0.0,H
"{""U"": 0.956971, ""Zr"": 0.043029}",U-Zr,experimental,II,,0.0473319,0.005197404424552723,0.0074440170000000016,5.913942,0.0,1.0,0.0,0.0,M
"{""Ta"": 0.053000000000000005, ""U"": 0.947}",Ta-U,experimental,I,,0.0,0.01875227920322078,0.013038000000000001,5.946999999999999,0.0,1.0,0.0,0.0,H
"{""Mo"": 0.147301, ""U"": 0.852699}",Mo-U,experimental,I,,0.147301,0.03925119779733823,0.097071359,6.0,1.0,0.0,0.0,0.0,H
"{""Al"": 0.028101, ""U"": 0.971899}",Al-U,experimental,IV,,0.0,0.013804109982519455,0.010875087,5.915697,0.0,0.0,0.0,1.0,H
"{""Mo"": 0.137175, ""U"": 0.862825}",Mo-U,experimental,I,,0.137175,0.03805960321339574,0.090398325,6.0,1.0,0.0,0.0,0.0,H
"{""U"": 0.962071, ""Zr"": 0.037929000000000004}",U-Zr,experimental,II,,0.041721900000000006,0.004893307277658685,0.0065617170000000025,5.924142000000001,0.0,1.0,0.0,0.0,M
"{""Ti"": 0.054922000000000006, ""U"": 0.945078}",Ti-U,experimental,II,,0.10215492000000001,0.013185699984915708,0.017190585999999997,5.890155999999999,0.0,1.0,0.0,0.0,M
"{""Mo"": 0.101, ""U"": 0.899}",Mo-U,experimental,I,,0.101,0.03320254539132749,0.06655900000000001,6.0,1.0,0.0,0.0,0.0,H
"{""Mn"": 0.04119, ""Ta"": 0.057201, ""U"": 0.901609}",Mn-Ta-U,experimental,III,,0.0,0.041334048642317135,0.035531436000000007,5.983988999999999,0.0,0.5813641491599841,0.4186358508400158,0.0,H
"{""Mo"": 0.042343000000000006, ""U"": 0.957657}",Mo-U,experimental,I,,0.042343000000000006,0.02204594564630141,0.027904037000000007,5.999999999999999,1.0,0.0,0.0,0.0,H
"{""Cr"": 0.028966, ""Mn"": 0.01208, ""U"": 0.958955}",Cr-Mn-U,experimental,I,,0.0,0.036258724539767,0.018806973193026807,6.012079987920012,0.0,0.0,1.0,0.0,H
"{""Ta"": 0.021414, ""U"": 0.921349, ""Zr"": 0.057237}",Ta-U-Zr,experimental,I,,0.06296070000000001,0.013651269900963752,0.015169845000000001,5.8641119999999995,0.0,1.0,0.0,0.0,H
"{""Mn"": 0.016443, ""Ta"": 0.029516, ""U"": 0.954041}",Mn-Ta-U,experimental,III,,0.0,0.02740510565347051,0.015827739,5.986927,0.0,0.6422245914837138,0.35777540851628625,0.0,H
"{""U"": 0.946167, ""V"": 0.053833}",U-V,experimental,III,,0.13027586,0.032071254106687756,0.022932857999999997,5.946167,0.0,0.0,1.0,0.0,H
"{""Si"": 0.012584999999999999, ""U"": 0.987415}",Si-U,experimental,IV,,0.0,0.027956643721428382,0.00868365,5.974830000000001,0.0,0.0,0.0,1.0,H
"{""Cr"": 0.04675, ""U"": 0.95325}",Cr-U,experimental,I,,0.0,0.03821089401681787,0.020196,6.0,0.0,0.0,1.0,0.0,H
"{""Ta"": 0.032902, ""U"": 0.967098}",Ta-U,experimental,I,,0.0,0.014905877372352619,0.008093892,5.967098,0.0,1.0,0.0,0.0,H
"{""U"": 0.957071, ""Zr"": 0.042929}",U-Zr,experimental,II,,0.047221900000000004,0.005191646020509214,0.007426717000000002,5.914142,0.0,1.0,0.0,0.0,M
"{""Ta"": 0.031394, ""U"": 0.968606}",Ta-U,experimental,I,,0.0,0.014569791402383427,0.007722923999999999,5.968606,0.0,1.0,0.0,0.0,H
"{""Mn"": 0.011879999999999998, ""U"": 0.98812}",Mn-U,experimental,III,,0.0,0.020185831702041225,0.006189480000000001,6.011880000000001,0.0,0.0,1.0,0.0,H
"{""Mn"": 0.017917000000000002, ""Nb"": 0.092641, ""U"": 0.889442}",Mn-Nb-U,experimental,III,,0.10468432999999999,0.034147058604749134,0.04889246400000001,5.925276,0.8379402666473706,0.0,0.1620597333526294,0.0,H
"{""Ru"": 0.047823, ""U"": 0.952177}",Ru-U,experimental,II,,0.0,0.03029802046816574,0.03978873599999999,6.095646,1.0,0.0,0.0,0.0,H
"{""Al"": 0.011511, ""U"": 0.936013, ""V"": 0.052476}",Al-U-V,experimental,IV,,0.12699192,0.03273451298669063,0.026809532999999997,5.912991,0.0,0.0,0.8201040836419898,0.17989591635801022,H
"{""Al"": 0.015615999999999998, ""U"": 0.984384}",Al-U,experimental,IV,,0.0,0.010345499334862828,0.006043391999999999,5.953152,0.0,0.0,0.0,1.0,H
